text,label,text_raw,text_classical,text_transformer,VideoID,VideoTitle,PublishedAt,CountryCode,CategoryID
He’s gotten lost. 3 times in the White House so far.,Negative,He’s gotten lost. 3 times in the White House so far.,he gotten lost times in the white house so far,He’s gotten lost. 3 times in the White House so far.,Rx6RPA_cEpM,McEnany: Biden’s press conference ‘most delusional’ I’ve ever seen,2022-03-08 14:34:55,CA,25
"The best positive Thought ,jo hota hai achche key liey hota hai red heart",Positive,"The best positive Thought ,jo hota hai achche key liey hota hai ❤",the best positive thought jo hota hai achche key liey hota hai red heart,"The best positive Thought ,jo hota hai achche key liey hota hai red heart",hTpy8nQnq5U,Maa ki wajah se Beti ka Birth Certificate nahi aaya,2025-01-10 09:04:52,CA,22
I always thought about a very smart spyware and I am happy to saying that this pegasus have most of properties that I thought in my imagination spyware.,Positive,I always thought about a very smart spyware and I am happy to saying that this pegasus have most of properties that I thought in my imagination spyware.,always thought about very smart spyware and am happy to saying that this pegasus have most of properties that thought in my imagination spyware,I always thought about a very smart spyware and I am happy to saying that this pegasus have most of properties that I thought in my imagination spyware.,Oy3PL2thbLU,Pegasus Spyware WhatsApp Hacking: All you need to know!,2021-07-28 05:48:53,IN,27
"I'm working with Laravel 7.9.2, and when I execute 'npm install', it's installing numerous .cmd and .ps1 files. Subsequently, running 'npm run dev' results in a BrowserListError. Any guidance would be appreciated.",Negative,"I'm working with Laravel 7.9.2, and when I execute 'npm install', it's installing numerous .cmd and .ps1 files. Subsequently, running 'npm run dev' results in a BrowserListError. Any guidance would be appreciated.",working with laravel and when execute npm install it installing numerous cmd and ps files subsequently running npm run dev results in browserlisterror any guidance would be appreciated,"I'm working with Laravel 7.9.2, and when I execute 'npm install', it's installing numerous .cmd and .ps1 files. Subsequently, running 'npm run dev' results in a BrowserListError. Any guidance would be appreciated.",bSG2YMqJJys,Laravel From Scratch [Part 4] - Blade Templating & Compiling Assets,2025-02-02 15:32:52,US,27
"The longer the biden administration is allowed to stay in power, the worse everything becomes!!!",Negative,"The longer the biden administration is allowed to stay in power, the worse everything becomes!!!",the longer the biden administration is allowed to stay in power the worse everything becomes,"The longer the biden administration is allowed to stay in power, the worse everything becomes!!!",qJoUERJ2aVQ,Kilmeade: The American people will never forget this,2022-06-28 22:43:59,US,25
"I started chanting ""USA USA"" in my head at the end.",Neutral,"I started chanting ""USA USA"" in my head at the end.",started chanting usa usa in my head at the end,"I started chanting ""USA USA"" in my head at the end.",eBr0qWE0X5I,DEBUNKED: The Dark History of ‘Gender Theory’ | Louder With Crowder,2018-07-10 04:11:18,US,25
"""I wonder if they would ask the men about the clothes."" Why are these people so desperate to be victims? And nobody asks men about clothes, because the typical man doesn't care very much about clothes. She, on the otherhand, has a fashion brand, and has bragged about doing the wardrobe on the film.",Negative,"""I wonder if they would ask the men about the clothes."" Why are these people so desperate to be victims? And nobody asks men about clothes, because the typical man doesn't care very much about clothes. She, on the otherhand, has a fashion brand, and has bragged about doing the wardrobe on the film.",wonder if they would ask the men about the clothes why are these people so desperate to be victims and nobody asks men about clothes because the typical man doesn care very much about clothes she on the otherhand has fashion brand and has bragged about doing the wardrobe on the film,"""I wonder if they would ask the men about the clothes."" Why are these people so desperate to be victims? And nobody asks men about clothes, because the typical man doesn't care very much about clothes. She, on the otherhand, has a fashion brand, and has bragged about doing the wardrobe on the film.",Q4yniMqrlgI,"Secrets of Disgusting Media, & Explosive Details About Blake Lively, w/ Billy Bush & Bryan Freedman",2025-01-09 00:21:35,US,25
2 Billion Christians in the world but half think this is Gods judgement. A house divided can not stand. Pray for the wind to calm and the rain to fall for if only 5 are saved there may the city be spared. folded hands,Neutral,2 Billion Christians in the world but half think this is Gods judgement. A house divided can not stand. Pray for the wind to calm and the rain to fall for if only 5 are saved there may the city be spared. 🙏,billion christians in the world but half think this is gods judgement house divided can not stand pray for the wind to calm and the rain to fall for if only are saved there may the city be spared folded hands,2 Billion Christians in the world but half think this is Gods judgement. A house divided can not stand. Pray for the wind to calm and the rain to fall for if only 5 are saved there may the city be spared. folded hands,9mMbJ2fvFfc,TIMELINE: Devastating California wildfires in January 2025 | ABS-CBN News,2025-01-12 12:37:57,AU,25
Yeah cause they really gonna have soilders with MG's to stop people leaving home loool,Neutral,Yeah cause they really gonna have soilders with MG's to stop people leaving home loool,yeah cause they really gonna have soilders with mg to stop people leaving home lol,Yeah cause they really gonna have soilders with MG's to stop people leaving home loool,JgNw63zfpU0,Is London approaching lockdown?,2020-03-19 11:39:03,GB,25
this is a psychological operation,Negative,this is a psychological operation,this is psychological operation,this is a psychological operation,2s76-bAb1hs,Bart turned into a good boy thanks to smart drugs #thesimpsons #cartoon#shorts #anime,2025-02-04 03:32:43,IE,24
One of the coldest dunks EVER!!,Positive,One of the coldest dunks EVER!!,one of the coldest dunks ever,One of the coldest dunks EVER!!,p_c_BaIacYk,Vince Carter’s Revenge Dunk in Toronto 😤 #shorts #nbahighlights,2025-01-06 12:51:56,US,17
"I need your library, why you do not write pure js",Negative,"I need your library, why you do not write pure js",need your library why you do not write pure js,"I need your library, why you do not write pure js",MLtAMg9_Svw,Coding Challenge #66: JavaScript Countdown Timer,2017-12-22 17:12:26,US,27
"This mans take on the fire chief's remark about ""your husband was in a place he should not have been"" is worse and darker than I first thought. So she meant we were not supposed to be in the land in the first place ? How about she should not have been at the fire dept in the first place!",Negative,"This mans take on the fire chief's remark about ""your husband was in a place he should not have been"" is worse and darker than I first thought. So she meant we were not supposed to be in the land in the first place ? How about she should not have been at the fire dept in the first place!",this mans take on the fire chief remark about your husband was in place he should not have been is worse and darker than first thought so she meant we were not supposed to be in the land in the first place how about she should not have been at the fire dept in the first place,"This mans take on the fire chief's remark about ""your husband was in a place he should not have been"" is worse and darker than I first thought. So she meant we were not supposed to be in the land in the first place ? How about she should not have been at the fire dept in the first place!",mdvqSncd4FY,Tucker Carlson and Michael Shellenberger Break Down the California Fires,2025-01-14 05:19:04,NZ,25
I’m proud of you baby girl red heart you’re glowing!,Positive,I’m proud of you baby girl ❤ you’re glowing!,proud of you baby girl red heart you re glowing,I’m proud of you baby girl red heart you’re glowing!,uZHlqipjgNw,divorced...,2025-01-06 22:35:39,CA,22
"Karma for Charles for how he treated Diana, She was barely 20 when he met her he treated her terribly did not love her he was already an experienced man of the world whereas Diana was innocent and naive. He did not even try to hide his mistress from her, who is giving him a anxiety now? the spare that he wanted to be a girl and whom rumor have been thrown around that he was not the father of. They treated Diana terrible, I am not saying she did not have her own issues but if they had leave that young woman alone she probably wouldn't have died so awful.",Negative,"Karma for Charles for how he treated Diana, She was barely 20 when he met her he treated her terribly did not love her he was already an experienced man of the world whereas Diana was innocent and naive. He did not even try to hide his mistress from her, who is giving him a anxiety now? the spare that he wanted to be a girl and whom rumor have been thrown around that he was not the father of. They treated Diana terrible, I am not saying she did not have her own issues but if they had leave that young woman alone she probably wouldn't have died so awful.",karma for charles for how he treated diana she was barely when he met her he treated her terribly did not love her he was already an experienced man of the world whereas diana was innocent and naive he did not even try to hide his mistress from her who is giving him anxiety now the spare that he wanted to be girl and whom rumor have been thrown around that he was not the father of they treated diana terrible am not saying she did not have her own issues but if they had leave that young woman alone she probably wouldn have died so awful,"Karma for Charles for how he treated Diana, She was barely 20 when he met her he treated her terribly did not love her he was already an experienced man of the world whereas Diana was innocent and naive. He did not even try to hide his mistress from her, who is giving him a anxiety now? the spare that he wanted to be a girl and whom rumor have been thrown around that he was not the father of. They treated Diana terrible, I am not saying she did not have her own issues but if they had leave that young woman alone she probably wouldn't have died so awful.",AK3hr1P_cNA,Harry and Meghan: Royals gather for talks over Sussexes' future - BBC News,2020-01-13 13:52:50,GB,25
The US just needs to stay out of it,Negative,The US just needs to stay out of it,the us just needs to stay out of it,The US just needs to stay out of it,VxEJ6wm6HfM,Zelensky ally calls West cowards over Russian invasion - BBC News,2022-04-08 13:49:45,GB,25
"I had my volume cranked up when I started the video, which was a big mistake! The intro music was not pleasant, haha.",Negative,"I had my volume cranked up when I started the video, which was a big mistake! The intro music was not pleasant, haha.",had my volume cranked up when started the video which was big mistake the intro music was not pleasant haha,"I had my volume cranked up when I started the video, which was a big mistake! The intro music was not pleasant, haha.",UB1O30fR-EE,HTML Crash Course For Absolute Beginners,2025-02-02 15:34:58,US,27
Trump is a complete and total joke,Negative,Trump is a complete and total joke,trump is complete and total joke,Trump is a complete and total joke,2Ud-zbEdHuI,Trump unleashes TERRIFYING demented rant,2025-01-10 03:14:43,US,25
If you ever feel useless Iceland has a war flag it doesn’t have a military but it has a war flag?!?! loudly crying face,Negative,If you ever feel useless Iceland has a war flag it doesn’t have a military but it has a war flag?!?! 😭,if you ever feel useless iceland has war flag it doesn have military but it has war flag loudly crying face,If you ever feel useless Iceland has a war flag it doesn’t have a military but it has a war flag?!?! loudly crying face,prcjgoicXCE,What happened to his Lego set left him so confused 😭 #shorts,2025-01-14 13:44:58,IE,26
"Ha he talked about being if you defend yourself in Canada you can't fight back, same in college here in the US. I was sucker punched while sitting in my desk during class and I was almost kicked out of class. I had to fight to be allowed to get a grade in it and not just a generic passing which would have removed me from the honor society I was in. Its ridiculous that someone attacked while sitting and having my back turned(i had turned and was talking to people behind me) can't fight back. If ANYONE feels they are so tough they need to sucker punched someone they need their butt(***) Kicked. Also love the community watch idea they talked about. What the left means is they just watch crimes get commited and then criticize the victims and say they were racist or something similar.",Negative,"Ha he talked about being if you defend yourself in Canada you can't fight back, same in college here in the US. I was sucker punched while sitting in my desk during class and I was almost kicked out of class. I had to fight to be allowed to get a grade in it and not just a generic passing which would have removed me from the honor society I was in. Its ridiculous that someone attacked while sitting and having my back turned(i had turned and was talking to people behind me) can't fight back. If ANYONE feels they are so tough they need to sucker punched someone they need their butt(***) Kicked. Also love the community watch idea they talked about. What the left means is they just watch crimes get commited and then criticize the victims and say they were racist or something similar.",ha he talked about being if you defend yourself in canada you can fight back same in college here in the us was sucker punched while sitting in my desk during class and was almost kicked out of class had to fight to be allowed to get grade in it and not just generic passing which would have removed me from the honor society was in its ridiculous that someone attacked while sitting and having my back turned had turned and was talking to people behind me can fight back if anyone feels they are so tough they need to sucker punched someone they need their butt kicked also love the community watch idea they talked about what the left means is they just watch crimes get commited and then criticize the victims and say they were racist or something similar,"Ha he talked about being if you defend yourself in Canada you can't fight back, same in college here in the US. I was sucker punched while sitting in my desk during class and I was almost kicked out of class. I had to fight to be allowed to get a grade in it and not just a generic passing which would have removed me from the honor society I was in. Its ridiculous that someone attacked while sitting and having my back turned(i had turned and was talking to people behind me) can't fight back. If ANYONE feels they are so tough they need to sucker punched someone they need their butt(***) Kicked. Also love the community watch idea they talked about. What the left means is they just watch crimes get commited and then criticize the victims and say they were racist or something similar.",bh8I2xmW4To,LIVESTREAM: Rittenhouse VERDICT WATCH! | Guest: NJ State Sen. Edward Durr | Louder with Crowder,2021-11-21 22:30:13,US,25
very definition of a bad ass,Positive,very definition of a bad ass,very definition of bad ass,very definition of a bad ass,G52k_uOxC6w,Bas Rutten vs Trained Killer,2025-01-03 21:24:21,AU,17
Finally I learn what Anaconda is for...,Positive,Finally I learn what Anaconda is for...,finally learn what anaconda is for,Finally I learn what Anaconda is for...,qI3P7zMMsgY,My Python Development Environment Setup - Full Tutorial,2023-08-09 12:11:24,US,27
All about respect.,Positive,All about respect.,all about respect,All about respect.,j7Y3DH983dA,Don't mistake impoliteness for personality #boxing,2025-01-06 03:50:22,AU,17
grinning face with big eyes grinning face with big eyes,Positive,😃😃,grinning face with big eyes grinning face with big eyes,grinning face with big eyes grinning face with big eyes,JoJ8Sw5Yb4c,Welcome to series on GO programming language,2021-09-18 16:04:55,IN,27
Oil not being released,Negative,Oil not being released,oil not being released,Oil not being released,eWIy9u4vASU,Kostas 💪,2025-01-14 13:56:49,IE,26
"Hello sir, I'm from Bangladesh, and I'm interested in enrolling in this course. However, the account creation page requires an Indian phone number. How can I purchase it from Bangladesh? persevering face",Negative,"Hello sir, I'm from Bangladesh, and I'm interested in enrolling in this course. However, the account creation page requires an Indian phone number. How can I purchase it from Bangladesh? 😣",hello sir from bangladesh and interested in enrolling in this course however the account creation page requires an indian phone number how can purchase it from bangladesh persevering face,"Hello sir, I'm from Bangladesh, and I'm interested in enrolling in this course. However, the account creation page requires an Indian phone number. How can I purchase it from Bangladesh? persevering face",niWLnh8aQNk,MERN Full stack development Course,2025-02-02 12:03:16,IN,27
This video could have been 10 seconds long,Neutral,This video could have been 10 seconds long,this video could have been seconds long,This video could have been 10 seconds long,4I8QRIHE1xw,Groundskeepers Secret Trick Exposed 🤯🏟️,2025-01-12 16:41:15,AU,17
Bro forgot about yhe gk ballon d'or winner,Negative,Bro forgot about yhe gk ballon d'or winner,bro forgot about yhe gk ballon or winner,Bro forgot about yhe gk ballon d'or winner,qUBDYLHsmeQ,Goalkeeper Who Played Without Gloves! 😱 #shorts #football #short,2025-01-13 16:42:59,AU,17
Aunty ka bhi youtube channel open karwa do healthy receipes videos bajre ka sitta we love it,Positive,Aunty ka bhi youtube channel open karwa do healthy receipes videos bajre ka sitta we love it,aunty ka bhi youtube channel open karwa do healthy receipes videos bajre ka sitta we love it,Aunty ka bhi youtube channel open karwa do healthy receipes videos bajre ka sitta we love it,siPQQWOMOlI,Pihu ne Yeh Dimaag Kaha se Lagaya ?,2025-01-08 08:41:54,CA,22
"Excellent material! Just a note that this specific solution (Kadane's algorithm) is valid only if there's at least one positive integer within the list. Based on the LeetCode 53 Maximum Subarray problem's bounds, which state that -10^4 <= nums <= 10^4, it's not ensured that at least one number will be positive. To tackle the corner case of an array composed entirely of negative numbers, here's an adjusted version of Kadane's you could consider: class Solution: def maxSubArray(self, nums: List ) -> int: if len(nums) == 1: return nums currSum = maxSum = nums for i in range(1, len(nums)): currSum = max(nums , nums + currSum) maxSum = max(currSum, maxSum) return maxSum",Negative,"Excellent material! Just a note that this specific solution (Kadane's algorithm) is valid only if there's at least one positive integer within the list. Based on the LeetCode 53 Maximum Subarray problem's bounds, which state that -10^4 <= nums[i] <= 10^4, it's not ensured that at least one number will be positive. To tackle the corner case of an array composed entirely of negative numbers, here's an adjusted version of Kadane's you could consider: class Solution: def maxSubArray(self, nums: List[int]) -> int: if len(nums) == 1: return nums[0] currSum = maxSum = nums[0] for i in range(1, len(nums)): currSum = max(nums[i], nums[i] + currSum) maxSum = max(currSum, maxSum) return maxSum",excellent material just note that this specific solution kadane algorithm is valid only if there at least one positive integer within the list based on the leetcode maximum subarray problem bounds which state that nums it not ensured that at least one number will be positive to tackle the corner case of an array composed entirely of negative numbers here an adjusted version of kadane you could consider class solution def maxsubarray self nums list int if len nums return nums currsum maxsum nums for in range len nums currsum max nums nums currsum maxsum max currsum maxsum return maxsum,"Excellent material! Just a note that this specific solution (Kadane's algorithm) is valid only if there's at least one positive integer within the list. Based on the LeetCode 53 Maximum Subarray problem's bounds, which state that -10^4 <= nums <= 10^4, it's not ensured that at least one number will be positive. To tackle the corner case of an array composed entirely of negative numbers, here's an adjusted version of Kadane's you could consider: class Solution: def maxSubArray(self, nums: List ) -> int: if len(nums) == 1: return nums currSum = maxSum = nums for i in range(1, len(nums)): currSum = max(nums , nums + currSum) maxSum = max(currSum, maxSum) return maxSum",5WZl3MMT0Eg,Maximum Subarray - Amazon Coding Interview Question - Leetcode 53 - Python,2025-02-02 14:34:56,US,27
"Good work, Germany! :U.S. Outlying Islands: Germany",Positive,"Good work, Germany! 🇺🇲🇩🇪",good work germany outlying islands germany,"Good work, Germany! :U.S. Outlying Islands: Germany",Mg3pCFXV0FE,Germany to send Soviet-made anti-aircraft missiles to Ukraine | DW News,2022-03-03 14:28:06,DE,25
Everyone talking about the blender but not about daniel literally doing the face with raised eyebrow face,Neutral,Everyone talking about the blender but not about daniel literally doing the 🤨 face,everyone talking about the blender but not about daniel literally doing the face with raised eyebrow face,Everyone talking about the blender but not about daniel literally doing the face with raised eyebrow face,MIYpdEnBn00,Yes or No? (Make a random drink challenge) Part 62,2025-01-05 21:15:20,AU,24
"Not hating, but just saying you can’t go after you just drew from at least a +4 And that is shuffle you put all the cards from everybody’s deck and shuffle them up",Negative,"Not hating, but just saying you can’t go after you just drew from at least a +4 And that is shuffle you put all the cards from everybody’s deck and shuffle them up",not hating but just saying you can go after you just drew from at least and that is shuffle you put all the cards from everybody deck and shuffle them up,"Not hating, but just saying you can’t go after you just drew from at least a +4 And that is shuffle you put all the cards from everybody’s deck and shuffle them up",5dFscU0Q2Ng,The Most Intense Game of Uno,2025-01-08 23:26:59,AU,26
"Having broken ice for my cows' water countless times, I've never once considered getting in it. You people are crazy! face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy red heart red heart red heart red heart red heart",Negative,"Having broken ice for my cows' water countless times, I've never once considered getting in it. You people are crazy! 😂😂😂😂😂😂❤❤❤❤❤",having broken ice for my cows water countless times ve never once considered getting in it you people are crazy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy red heart red heart red heart red heart red heart,"Having broken ice for my cows' water countless times, I've never once considered getting in it. You people are crazy! face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy red heart red heart red heart red heart red heart",K0LjzVfQRys,This is your sign to find a buddy to do hard things with🥳🥰#challenge #sign #icequeen #icebath,2025-02-03 15:58:09,AU,26
That's a real disappointment face with open mouth,Negative,That's a real disappointment 😮,that real disappointment face with open mouth,That's a real disappointment face with open mouth,_HnYWN89wGk,The odds of this happening 😂,2025-02-04 01:44:14,CA,26
Vid had to of gotten more before no way bro became drunk after 1 sip of the bottle skull skull,Negative,Vid had to of gotten more before no way bro became drunk after 1 sip of the bottle 💀💀,vid had to of gotten more before no way bro became drunk after sip of the bottle skull skull,Vid had to of gotten more before no way bro became drunk after 1 sip of the bottle skull skull,7WRXYTW67ZA,"Fortnite, But We're Drunk...",2025-01-13 16:39:36,NZ,20
"The true definition of ""TRUST THE PROCESS"" red heart",Positive,"The true definition of ""TRUST THE PROCESS"" ❤",the true definition of trust the process red heart,"The true definition of ""TRUST THE PROCESS"" red heart",UGzgW-pzITA,The Process is Truly Incredible! 🎨 #streetart,2025-01-14 18:33:19,NZ,26
I took Drivers Ed in school with 6 others ! That poor Instructors Trying to keep us all alive in Houston Texas crying face,Negative,I took Drivers Ed in school with 6 others ! That poor Instructors Trying to keep us all alive in Houston Texas 😢,took drivers ed in school with others that poor instructors trying to keep us all alive in houston texas crying face,I took Drivers Ed in school with 6 others ! That poor Instructors Trying to keep us all alive in Houston Texas crying face,3BqqYviOE04,Driving lesson nearly ends badly,2025-01-14 15:31:45,IE,2
He's not afraid; he's utterly insane,Negative,He's not afraid; he's utterly insane,he not afraid he utterly insane,He's not afraid; he's utterly insane,C-DJM_kxDYU,Thanos when he takes his medicines #squidgame #edit #thanos,2025-02-03 15:27:03,AU,24
Intelligence level of -10.,Negative,Intelligence level of -10.,intelligence level of,Intelligence level of -10.,BnQu13_YIFc,how did he not win at the end...,2025-02-04 03:27:42,IE,20
"This is one of the best things about social media. People forced to be held accountable for their bad actions, as well as people coming together to help out.",Positive,"This is one of the best things about social media. People forced to be held accountable for their bad actions, as well as people coming together to help out.",this is one of the best things about social media people forced to be held accountable for their bad actions as well as people coming together to help out,"This is one of the best things about social media. People forced to be held accountable for their bad actions, as well as people coming together to help out.",dxGO4QbCrrc,He Thought He Would Get Away With THIS #shorts,2025-01-14 07:07:06,IE,24
"They have to rebuild their own race, and they can't use other people children to do it. Hilter try it with the white man and Jewish women..but if they had not killed off all of their young men in the war. They would have won. Now putin is doing the same thing.",Neutral,"They have to rebuild their own race, and they can't use other people children to do it. Hilter try it with the white man and Jewish women..but if they had not killed off all of their young men in the war. They would have won. Now putin is doing the same thing.",they have to rebuild their own race and they can use other people children to do it hilter try it with the white man and jewish women but if they had not killed off all of their young men in the war they would have won now putin is doing the same thing,"They have to rebuild their own race, and they can't use other people children to do it. Hilter try it with the white man and Jewish women..but if they had not killed off all of their young men in the war. They would have won. Now putin is doing the same thing.",Eu4wnwUbRBc,Republican Liar Left STUNNED By Competent Democrats,2022-07-27 16:48:00,US,25
Thanks man it's very useful blue heart,Positive,Thanks man it's very useful 💙,thanks man it very useful blue heart,Thanks man it's very useful blue heart,COsG94dExUI,Every Developer NEEDS This,2022-06-05 07:28:28,US,27
Yeah it’s the loudest boom in the animal kingdom. It’s caused by the impact compressing the water to the point it gets so hot it flash boils. It can break the limbs off other crustaceans.,Positive,Yeah it’s the loudest boom in the animal kingdom. It’s caused by the impact compressing the water to the point it gets so hot it flash boils. It can break the limbs off other crustaceans.,yeah it the loudest boom in the animal kingdom it caused by the impact compressing the water to the point it gets so hot it flash boils it can break the limbs off other crustaceans,Yeah it’s the loudest boom in the animal kingdom. It’s caused by the impact compressing the water to the point it gets so hot it flash boils. It can break the limbs off other crustaceans.,L8Df7QKMTNw,"Pistol shrimp claw snaps create bubbles that stun prey with shockwaves, flashes, and extreme heat.",2025-01-12 17:34:23,AU,24
Goodbye to the afk xp farm; you will be missed.,Negative,Goodbye to the afk xp farm; you will be missed.,goodbye to the afk xp farm you will be missed,Goodbye to the afk xp farm; you will be missed.,zRFAmOj5Vcs,"Snapshot 25W02A | New Pigs, Flowers, Leaves & Lodestone Buff | Minecraft 1.21.5",2025-02-04 13:05:01,NZ,20
It was from Anne Sullivan i watched the movie of her today,Neutral,It was from Anne Sullivan i watched the movie of her today,it was from anne sullivan watched the movie of her today,It was from Anne Sullivan i watched the movie of her today,_XSDpEY2VbU,"Deaf, blind and mighty: how Helen Keller learned to speak",2019-03-15 21:23:53,GB,25
face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy “skip the cheapest person I know”,Neutral,😂😂😂😂😂 “skip the cheapest person I know”,face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy skip the cheapest person know,face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy “skip the cheapest person I know”,IXKYY3OARkU,"Skip Bayless/Joy Taylor allegations, Angel Reese deletes IG, NFL playoff preview, more",2025-01-06 23:07:21,US,25
just need to vent about my code being mirrored line by line but still kept getting 'NaN' errors... til I realized I wrote `for (let option in allOptions)` like a sensible person. of ?!? whaat??,Negative,just need to vent about my code being mirrored line by line but still kept getting 'NaN' errors... til I realized I wrote `for (let option __in__ allOptions)` like a sensible person. _of_?!? whaat??,just need to vent about my code being mirrored line by line but still kept getting nan errors til realized wrote for let option in alloptions like sensible person of whaat,just need to vent about my code being mirrored line by line but still kept getting 'NaN' errors... til I realized I wrote `for (let option in allOptions)` like a sensible person. of ?!? whaat??,m6-cm6GZ1iw,Coding Challenge 162: Self-Avoiding Walk,2022-03-05 00:42:10,US,27
the same hackthon which moosa code went to,Neutral,the same hackthon which moosa code went to,the same hackthon which moosa code went to,the same hackthon which moosa code went to,8gNTyr1DXc4,HACKATHON Project - What We Built in 24 Hours...,2025-02-05 04:08:25,US,27
Is there a way to launch the application and have a browser window open within it?,Neutral,Is there a way to launch the application and have a browser window open within it?,is there way to launch the application and have browser window open within it,Is there a way to launch the application and have a browser window open within it?,JwSS70SZdyM,Build 12 Data Science Apps with Python and Streamlit - Full Course,2025-02-05 02:36:32,US,27
"Why? What would China gain from intervening on Russia’s side? Russia needs China but China do not need Russia. Is China going to risk their trade with the free world for the Russia? Besides, China’s Belt and Road project hangs in the balance on the issue sovereignty and freedom!",Negative,"Why? What would China gain from intervening on Russia’s side? Russia needs China but China do not need Russia. Is China going to risk their trade with the free world for the Russia? Besides, China’s Belt and Road project hangs in the balance on the issue sovereignty and freedom!",why what would china gain from intervening on russia side russia needs china but china do not need russia is china going to risk their trade with the free world for the russia besides china belt and road project hangs in the balance on the issue sovereignty and freedom,"Why? What would China gain from intervening on Russia’s side? Russia needs China but China do not need Russia. Is China going to risk their trade with the free world for the Russia? Besides, China’s Belt and Road project hangs in the balance on the issue sovereignty and freedom!",FOz0tgNVd10,Isolated Russia - will China step in? | DW News,2022-03-02 19:03:58,DE,25
"Dream's way of acting serious while talking but actually saying nothing of real substance, then laughing it off as if it's a joke, feels like he's taking notes from Logan Paul, which is probably the worst way to handle this, lol.",Negative,"Dream's way of acting serious while talking but actually saying nothing of real substance, then laughing it off as if it's a joke, feels like he's taking notes from Logan Paul, which is probably the worst way to handle this, lol.",dream way of acting serious while talking but actually saying nothing of real substance then laughing it off as if it joke feels like he taking notes from logan paul which is probably the worst way to handle this lol,"Dream's way of acting serious while talking but actually saying nothing of real substance, then laughing it off as if it's a joke, feels like he's taking notes from Logan Paul, which is probably the worst way to handle this, lol.",UfqAVVeKOBQ,Addressing Dream's Video,2025-02-04 12:51:52,NZ,20
"Being 14, I have more common sense than that",Negative,"Being 14, I have more common sense than that",being have more common sense than that,"Being 14, I have more common sense than that",kAZwZRkAYgw,Driving Uphill Near Miss #dashcam #driving #road,2025-02-04 02:05:03,CA,17
Thanks for the awesome content! I got an offer from Google and neetcode contributed a lot for that party popper party popper party popper,Positive,Thanks for the awesome content! I got an offer from Google and neetcode contributed a lot for that 🎉🎉🎉,thanks for the awesome content got an offer from google and neetcode contributed lot for that party popper party popper party popper,Thanks for the awesome content! I got an offer from Google and neetcode contributed a lot for that party popper party popper party popper,UrcwDOEBzZE,Most Common Concepts for Coding Interviews,2024-05-26 01:58:54,US,27
NO WAY HE IS DOING THIS,Neutral,NO WAY HE IS DOING THIS,no way he is doing this,NO WAY HE IS DOING THIS,CErqL_LgbDk,Trying To Escape My Parents House Again… (EXTREME MODE),2025-01-13 19:43:27,IE,20
Blinko is another swamp creature.,Negative,Blinko is another swamp creature.,blinko is another swamp creature,Blinko is another swamp creature.,B2NFGnJ0yVk,"America cannot delay this ‘five minutes’ let alone two days, US general warns",2025-01-10 06:49:19,US,25
face without mouth,Neutral,😶,face without mouth,face without mouth,KyR0m_xrsB0,I Actually Escaped My BAD Parents!,2025-01-15 00:08:31,NZ,20
"Ruble is currency so what is the big deal? We need gas he has it thats it. He thinks about his economy we think about ours, its is normal to compromise in business, rather than demanding, especially when you as a buyer don't have the natural resources but your opponent has",Negative,"Ruble is currency so what is the big deal? We need gas he has it thats it. He thinks about his economy we think about ours, its is normal to compromise in business, rather than demanding, especially when you as a buyer don't have the natural resources but your opponent has",ruble is currency so what is the big deal we need gas he has it thats it he thinks about his economy we think about ours its is normal to compromise in business rather than demanding especially when you as buyer don have the natural resources but your opponent has,"Ruble is currency so what is the big deal? We need gas he has it thats it. He thinks about his economy we think about ours, its is normal to compromise in business, rather than demanding, especially when you as a buyer don't have the natural resources but your opponent has",iBvDOzZzn-M,Putin accused of blackmail over gas supplies to Europe - BBC News,2022-03-31 23:13:31,GB,25
"""Imagine eating the Cookie Until..."" ""Nah your getting f*cked up my man *does a 360 No-Scope*""",Neutral,"""Imagine eating the Cookie Until..."" ""Nah your getting f*cked up my man *does a 360 No-Scope*""",imagine eating the cookie until nah your getting cked up my man does no scope,"""Imagine eating the Cookie Until..."" ""Nah your getting f*cked up my man *does a 360 No-Scope*""",BQfsQAdsGC8,the stressful part #squidgame #trending #film,2025-01-15 17:03:10,NZ,1
Ehhh??? Ohh the Bar! what the hellllll....??!!! thats so coooollllll face with tears of joy face with tears of joy face with tears of joy,Positive,Ehhh??? Ohh the Bar! what the hellllll....??!!! thats so coooollllll😂😂😂,eh ohh the bar what the hel thats so col face with tears of joy face with tears of joy face with tears of joy,Ehhh??? Ohh the Bar! what the hellllll....??!!! thats so coooollllll face with tears of joy face with tears of joy face with tears of joy,yExHnq_B2Wg,I Was NOT Expecting To Find THIS In Thailand,2025-01-08 07:44:29,AU,26
