text,label,text_raw,text_classical,text_transformer
Finding this channel is one of the best thing that ever happened to me.,Positive,Finding this channel is one of the best thing that ever happened to me.,finding this channel is one of the best thing that ever happened to me,Finding this channel is one of the best thing that ever happened to me.
"I always hated kids like this. Like. Yea something important cool but tell you’re teacher before hand legally a school is allowed to take away a child’s phone if one, they’ll be getting it back by the end of the day and or two if they’re using it in class for anything other than what they’re teaching. But if something important is happening and you need your phone then that’s why you tell a teacher beforehand because then they’ll let you be on your phone as long as you’re not constantly on it the entire class. Other than that you’re just making a scene for no reason.",Negative,"I always hated kids like this. Like. Yea something important cool but tell you’re teacher before hand legally a school is allowed to take away a child’s phone if one, they’ll be getting it back by the end of the day and or two if they’re using it in class for anything other than what they’re teaching. But if something important is happening and you need your phone then that’s why you tell a teacher beforehand because then they’ll let you be on your phone as long as you’re not constantly on it the entire class. Other than that you’re just making a scene for no reason.",always hated kids like this like yea something important cool but tell you re teacher before hand legally school is allowed to take away child phone if one they ll be getting it back by the end of the day and or two if they re using it in class for anything other than what they re teaching but if something important is happening and you need your phone then that why you tell teacher beforehand because then they ll let you be on your phone as long as you re not constantly on it the entire class other than that you re just making scene for no reason,"I always hated kids like this. Like. Yea something important cool but tell you’re teacher before hand legally a school is allowed to take away a child’s phone if one, they’ll be getting it back by the end of the day and or two if they’re using it in class for anything other than what they’re teaching. But if something important is happening and you need your phone then that’s why you tell a teacher beforehand because then they’ll let you be on your phone as long as you’re not constantly on it the entire class. Other than that you’re just making a scene for no reason."
Why not eat lunch on site?,Neutral,Why not eat lunch on site?,why not eat lunch on site,Why not eat lunch on site?
"""how absolutely dare you!"" is goated",Positive,"""how absolutely dare you!"" is goated",how absolutely dare you is goated,"""how absolutely dare you!"" is goated"
Isn't transporting minors a cross state lines with out an adult against the law thinking face,Negative,Isn't transporting minors a cross state lines with out an adult against the law 🤔,isn transporting minors cross state lines with out an adult against the law thinking face,Isn't transporting minors a cross state lines with out an adult against the law thinking face
"Harry bhai teaching is really awesome, I literally wasted time and money in collage",Positive,"Harry bhai teaching is really awesome, I literally wasted time and money in collage",harry bhai teaching is really awesome literally wasted time and money in collage,"Harry bhai teaching is really awesome, I literally wasted time and money in collage"
I thought it was a flip phone and i noticed the 5m is not right and i saw the mirror fall down loudly crying face loudly crying face,Neutral,I thought it was a flip phone and i noticed the 5m is not right and i saw the mirror fall down😭😭,thought it was flip phone and noticed the is not right and saw the mirror fall down loudly crying face loudly crying face,I thought it was a flip phone and i noticed the 5m is not right and i saw the mirror fall down loudly crying face loudly crying face
"Whether it’s random or not, whether it’s his pet or not I think genuine act of kindness fueled by love diffuses any kind animosity. That the reason how they both are able to coexist peacefully. The human is not scared and the cat is not viewing the human as food either smiling face with smiling eyes",Positive,"Whether it’s random or not, whether it’s his pet or not I think genuine act of kindness fueled by love diffuses any kind animosity. That the reason how they both are able to coexist peacefully. The human is not scared and the cat is not viewing the human as food either 😊",whether it random or not whether it his pet or not think genuine act of kindness fueled by love diffuses any kind animosity that the reason how they both are able to coexist peacefully the human is not scared and the cat is not viewing the human as food either smiling face with smiling eyes,"Whether it’s random or not, whether it’s his pet or not I think genuine act of kindness fueled by love diffuses any kind animosity. That the reason how they both are able to coexist peacefully. The human is not scared and the cat is not viewing the human as food either smiling face with smiling eyes"
"Does Putin believe everything the Minsk agreement just imagine if the war continues and they just tricks Putin he will Again look so gullible naive the military will have to remove him and take over then shit will hit the fan the only reason Kiev exists is because of Putin and the whole population obvious wants more done that general gets killed nothing is done the list goes on for Miles for some reason Putin thinks they will be peace Trump has no control over the military complex, most president can do things like tariffs a few more but they never in total control",Negative,"Does Putin believe everything the Minsk agreement just imagine if the war continues and they just tricks Putin he will Again look so gullible naive the military will have to remove him and take over then shit will hit the fan the only reason Kiev exists is because of Putin and the whole population obvious wants more done that general gets killed nothing is done the list goes on for Miles for some reason Putin thinks they will be peace Trump has no control over the military complex, most president can do things like tariffs a few more but they never in total control",does putin believe everything the minsk agreement just imagine if the war continues and they just tricks putin he will again look so gullible naive the military will have to remove him and take over then shit will hit the fan the only reason kiev exists is because of putin and the whole population obvious wants more done that general gets killed nothing is done the list goes on for miles for some reason putin thinks they will be peace trump has no control over the military complex most president can do things like tariffs few more but they never in total control,"Does Putin believe everything the Minsk agreement just imagine if the war continues and they just tricks Putin he will Again look so gullible naive the military will have to remove him and take over then shit will hit the fan the only reason Kiev exists is because of Putin and the whole population obvious wants more done that general gets killed nothing is done the list goes on for Miles for some reason Putin thinks they will be peace Trump has no control over the military complex, most president can do things like tariffs a few more but they never in total control"
"I usually don’t jump into new projects, but after seeing the potential with Adaxum, I’m in. Time to diversify my portfolio!",Negative,"I usually don’t jump into new projects, but after seeing the potential with Adaxum, I’m in. Time to diversify my portfolio!",usually don jump into new projects but after seeing the potential with adaxum in time to diversify my portfolio,"I usually don’t jump into new projects, but after seeing the potential with Adaxum, I’m in. Time to diversify my portfolio!"
It bothers me that this isn't all over the place and in everyone's faces... It's not plastered all over social media... Frustrating...,Negative,It bothers me that this isn't all over the place and in everyone's faces... It's not plastered all over social media... Frustrating...,it bothers me that this isn all over the place and in everyone faces it not plastered all over social media frustrating,It bothers me that this isn't all over the place and in everyone's faces... It's not plastered all over social media... Frustrating...
Seculartalk is my new church.,Positive,Seculartalk is my new church.,seculartalk is my new church,Seculartalk is my new church.
You are only making videos for views by asking common interview questions.,Negative,You are only making videos for views by asking common interview questions.,you are only making videos for views by asking common interview questions,You are only making videos for views by asking common interview questions.
"Okay so fortnite is about to become unplayable with the godzilla medallion. It's bad enough that you can vanish with one medallion that's breaking the game. Epic really want people to stop playing this fame, they are turning into Call Of Duty where the cheaters and hackers have taken over the game and made it unplayable. Good Job Epic. DEAD GAME!!!!!",Negative,"Okay so fortnite is about to become unplayable with the godzilla medallion. It's bad enough that you can vanish with one medallion that's breaking the game. Epic really want people to stop playing this fame, they are turning into Call Of Duty where the cheaters and hackers have taken over the game and made it unplayable. Good Job Epic. DEAD GAME!!!!!",okay so fortnite is about to become unplayable with the godzilla medallion it bad enough that you can vanish with one medallion that breaking the game epic really want people to stop playing this fame they are turning into call of duty where the cheaters and hackers have taken over the game and made it unplayable good job epic dead game,"Okay so fortnite is about to become unplayable with the godzilla medallion. It's bad enough that you can vanish with one medallion that's breaking the game. Epic really want people to stop playing this fame, they are turning into Call Of Duty where the cheaters and hackers have taken over the game and made it unplayable. Good Job Epic. DEAD GAME!!!!!"
"As a heavy machinery design engineer, sometimes I get so frustrated at my designs I want to just set every input as the horn like this and call it a day",Neutral,"As a heavy machinery design engineer, sometimes I get so frustrated at my designs I want to just set every input as the horn like this and call it a day",as heavy machinery design engineer sometimes get so frustrated at my designs want to just set every input as the horn like this and call it day,"As a heavy machinery design engineer, sometimes I get so frustrated at my designs I want to just set every input as the horn like this and call it a day"
Even a kid is more mature than michelle,Positive,Even a kid is more mature than michelle,even kid is more mature than michelle,Even a kid is more mature than michelle
Plssss be consistent folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tone Everything is as always superb fire fire partying face partying face partying face partying face,Positive,Plssss be consistent 🙏🏻🙏🏻🙏🏻🙏🏻 Everything is as always superb 🔥🔥🥳🥳🥳🥳,pls be consistent folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tone everything is as always superb fire fire partying face partying face partying face partying face,Plssss be consistent folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tone Everything is as always superb fire fire partying face partying face partying face partying face
No good guy with a gun around?,Negative,No good guy with a gun around?,no good guy with gun around,No good guy with a gun around?
I am ready,Neutral,I am ready,am ready,I am ready
"Hoping you get well soon, Jared. I was diagnosed with AFib 10 years ago and have to take medication 3 times a day to control it, but I still have an active and enjoyable life. I was given the option to have a small operation to cut a particular pathway to the heart, but the medication is still working well, so I don’t feel the need to take that risk. Best wishes to you all",Neutral,"Hoping you get well soon, Jared. I was diagnosed with AFib 10 years ago and have to take medication 3 times a day to control it, but I still have an active and enjoyable life. I was given the option to have a small operation to cut a particular pathway to the heart, but the medication is still working well, so I don’t feel the need to take that risk. Best wishes to you all",hoping you get well soon jared was diagnosed with afib years ago and have to take medication times day to control it but still have an active and enjoyable life was given the option to have small operation to cut particular pathway to the heart but the medication is still working well so don feel the need to take that risk best wishes to you all,"Hoping you get well soon, Jared. I was diagnosed with AFib 10 years ago and have to take medication 3 times a day to control it, but I still have an active and enjoyable life. I was given the option to have a small operation to cut a particular pathway to the heart, but the medication is still working well, so I don’t feel the need to take that risk. Best wishes to you all"
Stop stop sign the war! Stop Putin. War is not the answer. Give peace a chance!!!,Positive,Stop 🛑 the war! Stop Putin. War is not the answer. Give peace a chance!!!,stop stop sign the war stop putin war is not the answer give peace chance,Stop stop sign the war! Stop Putin. War is not the answer. Give peace a chance!!!
"Why they don’t relocate them to Iran, which is a very big country and the number one supporter of Gazans (Palestinians), or perhaps, they can re start a permanent new life there, to be sure that there will be no more conflict in the State of Israel. War is so devastating and useless. Let’s promote global peace and love for all mankind. God bless this world folded hands PEACE victory hand",Neutral,"Why they don’t relocate them to Iran, which is a very big country and the number one supporter of Gazans (Palestinians), or perhaps, they can re start a permanent new life there, to be sure that there will be no more conflict in the State of Israel. War is so devastating and useless. Let’s promote global peace and love for all mankind. God bless this world🙏PEACE✌️",why they don relocate them to iran which is very big country and the number one supporter of gazans palestinians or perhaps they can re start permanent new life there to be sure that there will be no more conflict in the state of israel war is so devastating and useless let promote global peace and love for all mankind god bless this world folded hands peace victory hand,"Why they don’t relocate them to Iran, which is a very big country and the number one supporter of Gazans (Palestinians), or perhaps, they can re start a permanent new life there, to be sure that there will be no more conflict in the State of Israel. War is so devastating and useless. Let’s promote global peace and love for all mankind. God bless this world folded hands PEACE victory hand"
"The this for me is that every year we get promised ""THE BIGGEST UPDATE YET"", which makes out expectations high then we get dissapointed and we have out expectations low until they actually add something interesting then the next year we dont know what to expect because it could be a great update or a horrible one. Another thing is that if we are not close to events everyone says very different things and all claim that there is leaks or apple said this and that without any evidence.",Negative,"The this for me is that every year we get promised ""THE BIGGEST UPDATE YET"", which makes out expectations high then we get dissapointed and we have out expectations low until they actually add something interesting then the next year we dont know what to expect because it could be a great update or a horrible one. Another thing is that if we are not close to events everyone says very different things and all claim that there is leaks or apple said this and that without any evidence.",the this for me is that every year we get promised the biggest update yet which makes out expectations high then we get dissapointed and we have out expectations low until they actually add something interesting then the next year we dont know what to expect because it could be great update or horrible one another thing is that if we are not close to events everyone says very different things and all claim that there is leaks or apple said this and that without any evidence,"The this for me is that every year we get promised ""THE BIGGEST UPDATE YET"", which makes out expectations high then we get dissapointed and we have out expectations low until they actually add something interesting then the next year we dont know what to expect because it could be a great update or a horrible one. Another thing is that if we are not close to events everyone says very different things and all claim that there is leaks or apple said this and that without any evidence."
and all of a sudden a whole semester of computer programming started making sense,Positive,and all of a sudden a whole semester of computer programming started making sense,and all of sudden whole semester of computer programming started making sense,and all of a sudden a whole semester of computer programming started making sense
I am so happy you folks were there at the right time red heart smiling face with smiling eyes,Positive,I am so happy you folks were there at the right time ❤😊,am so happy you folks were there at the right time red heart smiling face with smiling eyes,I am so happy you folks were there at the right time red heart smiling face with smiling eyes
Race hustling is a political fundraising gimmick. There’s a lot of people getting rich off this hustle.,Negative,Race hustling is a political fundraising gimmick. There’s a lot of people getting rich off this hustle.,race hustling is political fundraising gimmick there lot of people getting rich off this hustle,Race hustling is a political fundraising gimmick. There’s a lot of people getting rich off this hustle.
"Hello DJI, I'm reaching out from India. Could you please send me a DJI Mini 4 Pro? I can't afford to buy one crying face crying face",Negative,"Hello DJI, I'm reaching out from India. Could you please send me a DJI Mini 4 Pro? I can't afford to buy one 😢😢",hello dji reaching out from india could you please send me dji mini pro can afford to buy one crying face crying face,"Hello DJI, I'm reaching out from India. Could you please send me a DJI Mini 4 Pro? I can't afford to buy one crying face crying face"
Well done. The A**H*** looks like a f'n baby....,Positive,Well done. The A**H*** looks like a f'n baby....,well done the looks like baby,Well done. The A**H*** looks like a f'n baby....
"YES!!! Love this!! Used to have an orange Corsa Trip that I put a C20XE in, absolutely loved that car and miss it still to this day! Love that you’re doing this, please get that Corsa running sweetly. Also I have rolled tip Powerflow cannons on my Mk1 TT Quattro, love them!! sign of the horns light skin tone sign of the horns light skin tone",Positive,"YES!!! Love this!! Used to have an orange Corsa Trip that I put a C20XE in, absolutely loved that car and miss it still to this day! Love that you’re doing this, please get that Corsa running sweetly. Also I have rolled tip Powerflow cannons on my Mk1 TT Quattro, love them!! 🤘🏻🤘🏻",yes love this used to have an orange corsa trip that put xe in absolutely loved that car and miss it still to this day love that you re doing this please get that corsa running sweetly also have rolled tip powerflow cannons on my mk tt quattro love them sign of the horns light skin tone sign of the horns light skin tone,"YES!!! Love this!! Used to have an orange Corsa Trip that I put a C20XE in, absolutely loved that car and miss it still to this day! Love that you’re doing this, please get that Corsa running sweetly. Also I have rolled tip Powerflow cannons on my Mk1 TT Quattro, love them!! sign of the horns light skin tone sign of the horns light skin tone"
"you're the first Indian developer I've been able to actually learn something from, thanks :)",Neutral,"you're the first Indian developer I've been able to actually learn something from, thanks :)",you re the first indian developer ve been able to actually learn something from thanks,"you're the first Indian developer I've been able to actually learn something from, thanks :)"
Don't kill your self please try to learn from your instructors,Negative,Don't kill your self please try to learn from your instructors,don kill your self please try to learn from your instructors,Don't kill your self please try to learn from your instructors
Monster Hunter: there is no tiring. Only bonk,Neutral,Monster Hunter: there is no tiring. Only bonk,monster hunter there is no tiring only bonk,Monster Hunter: there is no tiring. Only bonk
Excellent Reporting Pal Cheers N Blessings,Positive,Excellent Reporting Pal Cheers N Blessings,excellent reporting pal cheers blessings,Excellent Reporting Pal Cheers N Blessings
"As always, your delivery is spot on. Thank you so much. Peter",Positive,"As always, your delivery is spot on. Thank you so much. Peter",as always your delivery is spot on thank you so much peter,"As always, your delivery is spot on. Thank you so much. Peter"
What about peterbot,Neutral,What about peterbot,what about peterbot,What about peterbot
Why was non Christian prayer said inside a Christian church,Neutral,Why was non Christian prayer said inside a Christian church,why was non christian prayer said inside christian church,Why was non Christian prayer said inside a Christian church
Why did I completely expect him to starfish face-first into the wall face with tears of joy,Neutral,Why did I completely expect him to starfish face-first into the wall 😂,why did completely expect him to starfish face first into the wall face with tears of joy,Why did I completely expect him to starfish face-first into the wall face with tears of joy
"i love this guy man, im five hours in and he said hes already gotten goosebumps cause we've covered the basics and are now ready to code the main project ahahahahaha",Positive,"i love this guy man, im five hours in and he said hes already gotten goosebumps cause we've covered the basics and are now ready to code the main project ahahahahaha",love this guy man im five hours in and he said hes already gotten goosebumps cause we ve covered the basics and are now ready to code the main project ahahahahaha,"i love this guy man, im five hours in and he said hes already gotten goosebumps cause we've covered the basics and are now ready to code the main project ahahahahaha"
Robin thicke poppin out like :money-mouth face:,Neutral,Robin thicke poppin out like 🤑,robin thicke poppin out like money mouth face,Robin thicke poppin out like :money-mouth face:
I am facing an issue where a number cannot be recognized as a variable in vs code,Negative,I am facing an issue where a number cannot be recognized as a variable in vs code,am facing an issue where number cannot be recognized as variable in vs code,I am facing an issue where a number cannot be recognized as a variable in vs code
Thank You. I understood everything perfectly !,Positive,Thank You. I understood everything perfectly !,thank you understood everything perfectly,Thank You. I understood everything perfectly !
Power button stuck in Morse code is epic face with tears of joy,Positive,Power button stuck in Morse code is epic 😂,power button stuck in morse code is epic face with tears of joy,Power button stuck in Morse code is epic face with tears of joy
"BMW: Wait, don’t go, I wanted to discuss your vehicle’s extended warranty. face with tears of joy face with tears of joy",Neutral,"BMW: Wait, don’t go, I wanted to discuss your vehicle’s extended warranty. 😂😂",bmw wait don go wanted to discuss your vehicle extended warranty face with tears of joy face with tears of joy,"BMW: Wait, don’t go, I wanted to discuss your vehicle’s extended warranty. face with tears of joy face with tears of joy"
"Can anyone explain variable ""flake"" used within the for loop scope in sketch.js. It is not declared within the for loop. Does it need to be declared? Also, could you explain flake.snow()? Is flake an instance of snow object in this case?",Neutral,"Can anyone explain variable ""flake"" used within the for loop scope in sketch.js. It is not declared within the for loop. Does it need to be declared? Also, could you explain flake.snow()? Is flake an instance of snow object in this case?",can anyone explain variable flake used within the for loop scope in sketch js it is not declared within the for loop does it need to be declared also could you explain flake snow is flake an instance of snow object in this case,"Can anyone explain variable ""flake"" used within the for loop scope in sketch.js. It is not declared within the for loop. Does it need to be declared? Also, could you explain flake.snow()? Is flake an instance of snow object in this case?"
Yo do the NFC picture bruh !!!!,Neutral,Yo do the NFC picture bruh !!!!,yo do the nfc picture bruh,Yo do the NFC picture bruh !!!!
"he closes his browser at , but when i do that, the information is still in the session and i get the /user page and not the /login page",Negative,"he closes his browser at 6:52, but when i do that, the information is still in the session and i get the /user page and not the /login page",he closes his browser at but when do that the information is still in the session and get the user page and not the login page,"he closes his browser at , but when i do that, the information is still in the session and i get the /user page and not the /login page"
"""I'm going to rewire your car to make *everything* the horn"" that is officially my new favorite threat",Neutral,"""I'm going to rewire your car to make *everything* the horn"" that is officially my new favorite threat",going to rewire your car to make everything the horn that is officially my new favorite threat,"""I'm going to rewire your car to make *everything* the horn"" that is officially my new favorite threat"
Portugal Portugal Portugal red heart red heart red heart red heart,Positive,🇵🇹🇵🇹🇵🇹❤❤❤❤,portugal portugal portugal red heart red heart red heart red heart,Portugal Portugal Portugal red heart red heart red heart red heart
"You guys proceed very quickly. Even when I'm in class, I have many questions but feel hesitant and shy. Our instructor goes so fast, as if we understood everything from the very beginning.",Negative,"You guys proceed very quickly. Even when I'm in class, I have many questions but feel hesitant and shy. Our instructor goes so fast, as if we understood everything from the very beginning.",you guys proceed very quickly even when in class have many questions but feel hesitant and shy our instructor goes so fast as if we understood everything from the very beginning,"You guys proceed very quickly. Even when I'm in class, I have many questions but feel hesitant and shy. Our instructor goes so fast, as if we understood everything from the very beginning."
Where can I get some of that?,Positive,Where can I get some of that?,where can get some of that,Where can I get some of that?
"The GG is beyond disgusting and criminal! Time to prorogue her expense account! Also, the Libs can have Lib Lite Doug Ford as a leader!",Negative,"The GG is beyond disgusting and criminal! Time to prorogue her expense account! Also, the Libs can have Lib Lite Doug Ford as a leader!",the gg is beyond disgusting and criminal time to prorogue her expense account also the libs can have lib lite doug ford as leader,"The GG is beyond disgusting and criminal! Time to prorogue her expense account! Also, the Libs can have Lib Lite Doug Ford as a leader!"
"You explained this so well, thank you!",Positive,"You explained this so well, thank you!",you explained this so well thank you,"You explained this so well, thank you!"
I hope the whole world never allowed Russia in any form of Sports political culture and never recognize them..,Negative,I hope the whole world never allowed Russia in any form of Sports political culture and never recognize them..,hope the whole world never allowed russia in any form of sports political culture and never recognize them,I hope the whole world never allowed Russia in any form of Sports political culture and never recognize them..
Eddie do a video where u get the death ending,Neutral,Eddie do a video where u get the death ending,eddie do video where get the death ending,Eddie do a video where u get the death ending
My opinion- he’s much more dangerous this time. He wants to get US out of NATO.,Negative,My opinion- he’s much more dangerous this time. He wants to get US out of NATO.,my opinion he much more dangerous this time he wants to get us out of nato,My opinion- he’s much more dangerous this time. He wants to get US out of NATO.
Good thing Harris lost the election! face with tears of joy face with tears of joy face with tears of joy,Negative,Good thing Harris lost the election! 😂😂😂,good thing harris lost the election face with tears of joy face with tears of joy face with tears of joy,Good thing Harris lost the election! face with tears of joy face with tears of joy face with tears of joy
I'm unable to locate the option to create my own design; could you provide guidance?,Negative,I'm unable to locate the option to create my own design; could you provide guidance?,unable to locate the option to create my own design could you provide guidance,I'm unable to locate the option to create my own design; could you provide guidance?
Thank you for saving that Angel!,Positive,Thank you for saving that Angel!,thank you for saving that angel,Thank you for saving that Angel!
"Or ""That Escaladed quickly"".",Neutral,"Or ""That Escaladed quickly"".",or that escaladed quickly,"Or ""That Escaladed quickly""."
"Once again this author minimizes RUS gains. that is a rather large chunk of territory the RUS gained just in one day. And the author keeps saying the RUS are suffering huge losses. Well him and the experts have been saying that for nearly 3 years. My guess is the losses are not as bad as the UKRs say. Furthermore, the author haws only reported on the situation in Kursk but has ignored the rest of the front where UKR is being thrown back everywhere. This combined with the high desertion rates in UKR units and the collapse of the foreign trained 155th means UKR is very close to a breaking point.",Negative,"Once again this author minimizes RUS gains. that is a rather large chunk of territory the RUS gained just in one day. And the author keeps saying the RUS are suffering huge losses. Well him and the experts have been saying that for nearly 3 years. My guess is the losses are not as bad as the UKRs say. Furthermore, the author haws only reported on the situation in Kursk but has ignored the rest of the front where UKR is being thrown back everywhere. This combined with the high desertion rates in UKR units and the collapse of the foreign trained 155th means UKR is very close to a breaking point.",once again this author minimizes rus gains that is rather large chunk of territory the rus gained just in one day and the author keeps saying the rus are suffering huge losses well him and the experts have been saying that for nearly years my guess is the losses are not as bad as the ukrs say furthermore the author haws only reported on the situation in kursk but has ignored the rest of the front where ukr is being thrown back everywhere this combined with the high desertion rates in ukr units and the collapse of the foreign trained th means ukr is very close to breaking point,"Once again this author minimizes RUS gains. that is a rather large chunk of territory the RUS gained just in one day. And the author keeps saying the RUS are suffering huge losses. Well him and the experts have been saying that for nearly 3 years. My guess is the losses are not as bad as the UKRs say. Furthermore, the author haws only reported on the situation in Kursk but has ignored the rest of the front where UKR is being thrown back everywhere. This combined with the high desertion rates in UKR units and the collapse of the foreign trained 155th means UKR is very close to a breaking point."
"Thanks Kathryn, another good one! purple heart",Positive,"Thanks Kathryn, another good one!💜",thanks kathryn another good one purple heart,"Thanks Kathryn, another good one! purple heart"
It gets more ridiculous each day.,Negative,It gets more ridiculous each day.,it gets more ridiculous each day,It gets more ridiculous each day.
Just in America u can sell crap in glass and call it wine,Negative,Just in America u can sell crap in glass and call it wine,just in america can sell crap in glass and call it wine,Just in America u can sell crap in glass and call it wine
"I'm going to do as I see my leaders in the White House do, if they don't wear a masks I don't need to wear a mask. thinking face",Negative,"I'm going to do as I see my leaders in the White House do, if they don't wear a masks I don't need to wear a mask. 🤔",going to do as see my leaders in the white house do if they don wear masks don need to wear mask thinking face,"I'm going to do as I see my leaders in the White House do, if they don't wear a masks I don't need to wear a mask. thinking face"
"Sir, how can we get the notes?",Neutral,"Sir, how can we get the notes?",sir how can we get the notes,"Sir, how can we get the notes?"
Yondu reference smirking face blue heart,Neutral,Yondu reference 😏💙,yondu reference smirking face blue heart,Yondu reference smirking face blue heart
Your daughter did an outstanding job I know your proud,Positive,Your daughter did an outstanding job I know your proud,your daughter did an outstanding job know your proud,Your daughter did an outstanding job I know your proud
They are all corrupt from both sides of the aisle,Negative,They are all corrupt from both sides of the aisle,they are all corrupt from both sides of the aisle,They are all corrupt from both sides of the aisle
"Yo here's a thing about those Cuban doctors, seen from a Venezuelan. Those doctors we were sent to by Castro, were either (or both) incompetent and fled to Colombia through the border to escape Cuba permanently. Halving poverty? Chavez used the country's vaults, expropiated all of the agriculture and integrated the national oil corporations into his political party. The result? The agriculture went to absolute shit, the vaults became empty even before he died and the oil corp (Along with most services) became places where the only ones who could get a job were party members (THAT WERE CHECKED IF THEY VOTED FOR THE SOCIALIST PARTY, on basis of losing their jobs) All of the social programs were conditioned to supporting Chavez too. What piece of shit is not going to love him? It is plain and simple; socialism breeds corruption and tirany",Negative,"Yo here's a thing about those Cuban doctors, seen from a Venezuelan. Those doctors we were sent to by Castro, were either (or both) incompetent and fled to Colombia through the border to escape Cuba permanently. Halving poverty? Chavez used the country's vaults, expropiated all of the agriculture and integrated the national oil corporations into his political party. The result? The agriculture went to absolute shit, the vaults became empty even before he died and the oil corp (Along with most services) became places where the only ones who could get a job were party members (THAT WERE CHECKED IF THEY VOTED FOR THE SOCIALIST PARTY, on basis of losing their jobs) All of the social programs were conditioned to supporting Chavez too. What piece of shit is not going to love him? It is plain and simple; socialism breeds corruption and tirany",yo here thing about those cuban doctors seen from venezuelan those doctors we were sent to by castro were either or both incompetent and fled to colombia through the border to escape cuba permanently halving poverty chavez used the country vaults expropiated all of the agriculture and integrated the national oil corporations into his political party the result the agriculture went to absolute shit the vaults became empty even before he died and the oil corp along with most services became places where the only ones who could get job were party members that were checked if they voted for the socialist party on basis of losing their jobs all of the social programs were conditioned to supporting chavez too what piece of shit is not going to love him it is plain and simple socialism breeds corruption and tirany,"Yo here's a thing about those Cuban doctors, seen from a Venezuelan. Those doctors we were sent to by Castro, were either (or both) incompetent and fled to Colombia through the border to escape Cuba permanently. Halving poverty? Chavez used the country's vaults, expropiated all of the agriculture and integrated the national oil corporations into his political party. The result? The agriculture went to absolute shit, the vaults became empty even before he died and the oil corp (Along with most services) became places where the only ones who could get a job were party members (THAT WERE CHECKED IF THEY VOTED FOR THE SOCIALIST PARTY, on basis of losing their jobs) All of the social programs were conditioned to supporting Chavez too. What piece of shit is not going to love him? It is plain and simple; socialism breeds corruption and tirany"
'Russians are our brothers...' is not even a joke.,Negative,'Russians are our brothers...' is not even a joke.,russians are our brothers is not even joke,'Russians are our brothers...' is not even a joke.
It's a very beautiful car broken heart disappointed face,Negative,It's a very beautiful car💔😞,it very beautiful car broken heart disappointed face,It's a very beautiful car broken heart disappointed face
.. won't the worst case time complexity will be O(n.(n-1))? Since we don't need to go to the last integer anyways?,Negative,1:42.. won't the worst case time complexity will be O(n.(n-1))? Since we don't need to go to the last integer anyways?,won the worst case time complexity will be since we don need to go to the last integer anyways,.. won't the worst case time complexity will be O(n.(n-1))? Since we don't need to go to the last integer anyways?
People who heard lets see what this asin boy has face with tears of joy face with tears of joy face with tears of joy,Negative,People who heard lets see what this asin boy has 😂😂😂,people who heard lets see what this asin boy has face with tears of joy face with tears of joy face with tears of joy,People who heard lets see what this asin boy has face with tears of joy face with tears of joy face with tears of joy
"newsome & bass took FUNDING AWAY FROM FIRE PREVENTION , HOW STUPID IN THE DESSERT ;0",Negative,"newsome & bass took FUNDING AWAY FROM FIRE PREVENTION , HOW STUPID IN THE DESSERT ;0",newsome bass took funding away from fire prevention how stupid in the dessert,"newsome & bass took FUNDING AWAY FROM FIRE PREVENTION , HOW STUPID IN THE DESSERT ;0"
"Bro im a hs kicker, what is that giy doing face with tears of joy",Negative,"Bro im a hs kicker, what is that giy doing 😂",bro im hs kicker what is that giy doing face with tears of joy,"Bro im a hs kicker, what is that giy doing face with tears of joy"
"they sent an assassin, and Bas found out, 'ok i will murder your boy on pay per view' - Bas Rutten",Positive,"they sent an assassin, and Bas found out, 'ok i will murder your boy on pay per view' - Bas Rutten",they sent an assassin and bas found out ok will murder your boy on pay per view bas rutten,"they sent an assassin, and Bas found out, 'ok i will murder your boy on pay per view' - Bas Rutten"
Great mam ..,Positive,Great mam ..,great mam,Great mam ..
1.fill the jug of 5l 2.above 4l jug pour 5l in 3l(fill) such that it drops in 4l . 3. Do again,Neutral,1.fill the jug of 5l 2.above 4l jug pour 5l in 3l(fill) such that it drops in 4l . 3. Do again,fill the jug of above jug pour in fill such that it drops in do again,1.fill the jug of 5l 2.above 4l jug pour 5l in 3l(fill) such that it drops in 4l . 3. Do again
